,Disease,Symptom1,Symptom2,Symptom3,Symptom4
3709,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3710,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3711,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3712,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3713,Hepatitis E, jointpain, vomiting, fatigue, highfever
3714,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3715,Tuberculosis, chills, vomiting, fatigue, weightloss
3716,Common Cold, continuoussneezing, chills, fatigue, cough
3717,Pneumonia, chills, fatigue, cough, highfever
3718,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3719,Heart attack, vomiting, breathlessness, sweating, chestpain
3720,Varicose veins, fatigue, cramps, bruising, obesity
3721,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3722,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3723,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3724,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3725,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3726,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3727,Acne, skinrash, pusfilledpimples, blackheads, scurring
3728,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3729,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3730,Impetigo, skinrash, highfever, blister, redsorearoundnose
3731,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3732,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3733,GERD, stomachpain, acidity, ulcersontongue, vomiting
3734,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3735,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3736,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3737,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3738,Diabetes , fatigue, weightloss, restlessness, lethargy
3739,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3740,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3741,Hypertension , headache, chestpain, dizziness, lossofbalance
3742,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3743,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3744,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3745,Jaundice,itching, vomiting, fatigue, weightloss
3746,Malaria, chills, vomiting, highfever, sweating
3747,Chicken pox,itching, skinrash, fatigue, lethargy
3748,Dengue, skinrash, chills, jointpain, vomiting
3749,Typhoid, chills, vomiting, fatigue, highfever
3750,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3751,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3752,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3753,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3754,Hepatitis E, jointpain, vomiting, fatigue, highfever
3755,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3756,Tuberculosis, chills, vomiting, fatigue, weightloss
3757,Common Cold, continuoussneezing, chills, fatigue, cough
3758,Pneumonia, chills, fatigue, cough, highfever
3759,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3760,Heart attack, vomiting, breathlessness, sweating, chestpain
3761,Varicose veins, fatigue, cramps, bruising, obesity
3762,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3763,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3764,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3765,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3766,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3767,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3768,Acne, skinrash, pusfilledpimples, blackheads, scurring
3769,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3770,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3771,Impetigo, skinrash, highfever, blister, redsorearoundnose
3772,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3773,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3774,GERD, stomachpain, acidity, ulcersontongue, vomiting
3775,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3776,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3777,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3778,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3779,Diabetes , fatigue, weightloss, restlessness, lethargy
3780,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3781,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3782,Hypertension , headache, chestpain, dizziness, lossofbalance
3783,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3784,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3785,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3786,Jaundice,itching, vomiting, fatigue, weightloss
3787,Malaria, chills, vomiting, highfever, sweating
3788,Chicken pox,itching, skinrash, fatigue, lethargy
3789,Dengue, skinrash, chills, jointpain, vomiting
3790,Typhoid, chills, vomiting, fatigue, highfever
3791,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3792,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3793,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3794,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3795,Hepatitis E, jointpain, vomiting, fatigue, highfever
3796,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3797,Tuberculosis, chills, vomiting, fatigue, weightloss
3798,Common Cold, continuoussneezing, chills, fatigue, cough
3799,Pneumonia, chills, fatigue, cough, highfever
3800,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3801,Heart attack, vomiting, breathlessness, sweating, chestpain
3802,Varicose veins, fatigue, cramps, bruising, obesity
3803,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3804,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3805,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3806,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3807,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3808,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3809,Acne, skinrash, pusfilledpimples, blackheads, scurring
3810,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3811,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3812,Impetigo, skinrash, highfever, blister, redsorearoundnose
3813,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3814,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3815,GERD, stomachpain, acidity, ulcersontongue, vomiting
3816,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3817,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3818,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3819,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3820,Diabetes , fatigue, weightloss, restlessness, lethargy
3821,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3822,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3823,Hypertension , headache, chestpain, dizziness, lossofbalance
3824,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3825,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3826,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3827,Jaundice,itching, vomiting, fatigue, weightloss
3828,Malaria, chills, vomiting, highfever, sweating
3829,Chicken pox,itching, skinrash, fatigue, lethargy
3830,Dengue, skinrash, chills, jointpain, vomiting
3831,Typhoid, chills, vomiting, fatigue, highfever
3832,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3833,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3834,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3835,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3836,Hepatitis E, jointpain, vomiting, fatigue, highfever
3837,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3838,Tuberculosis, chills, vomiting, fatigue, weightloss
3839,Common Cold, continuoussneezing, chills, fatigue, cough
3840,Pneumonia, chills, fatigue, cough, highfever
3841,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3842,Heart attack, vomiting, breathlessness, sweating, chestpain
3843,Varicose veins, fatigue, cramps, bruising, obesity
3844,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3845,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3846,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3847,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3848,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3849,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3850,Acne, skinrash, pusfilledpimples, blackheads, scurring
3851,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3852,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3853,Impetigo, skinrash, highfever, blister, redsorearoundnose
3854,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3855,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3856,GERD, stomachpain, acidity, ulcersontongue, vomiting
3857,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3858,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3859,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3860,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3861,Diabetes , fatigue, weightloss, restlessness, lethargy
3862,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3863,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3864,Hypertension , headache, chestpain, dizziness, lossofbalance
3865,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3866,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3867,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3868,Jaundice,itching, vomiting, fatigue, weightloss
3869,Malaria, chills, vomiting, highfever, sweating
3870,Chicken pox,itching, skinrash, fatigue, lethargy
3871,Dengue, skinrash, chills, jointpain, vomiting
3872,Typhoid, chills, vomiting, fatigue, highfever
3873,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3874,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3875,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3876,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3877,Hepatitis E, jointpain, vomiting, fatigue, highfever
3878,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3879,Tuberculosis, chills, vomiting, fatigue, weightloss
3880,Common Cold, continuoussneezing, chills, fatigue, cough
3881,Pneumonia, chills, fatigue, cough, highfever
3882,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3883,Heart attack, vomiting, breathlessness, sweating, chestpain
3884,Varicose veins, fatigue, cramps, bruising, obesity
3885,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3886,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3887,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3888,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3889,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3890,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3891,Acne, skinrash, pusfilledpimples, blackheads, scurring
3892,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3893,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3894,Impetigo, skinrash, highfever, blister, redsorearoundnose
3895,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3896,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3897,GERD, stomachpain, acidity, ulcersontongue, vomiting
3898,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3899,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3900,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3901,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3902,Diabetes , fatigue, weightloss, restlessness, lethargy
3903,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3904,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3905,Hypertension , headache, chestpain, dizziness, lossofbalance
3906,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3907,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3908,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3909,Jaundice,itching, vomiting, fatigue, weightloss
3910,Malaria, chills, vomiting, highfever, sweating
3911,Chicken pox,itching, skinrash, fatigue, lethargy
3912,Dengue, skinrash, chills, jointpain, vomiting
3913,Typhoid, chills, vomiting, fatigue, highfever
3914,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3915,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3916,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3917,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3918,Hepatitis E, jointpain, vomiting, fatigue, highfever
3919,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3920,Tuberculosis, chills, vomiting, fatigue, weightloss
3921,Common Cold, continuoussneezing, chills, fatigue, cough
3922,Pneumonia, chills, fatigue, cough, highfever
3923,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3924,Heart attack, vomiting, breathlessness, sweating, chestpain
3925,Varicose veins, fatigue, cramps, bruising, obesity
3926,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3927,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3928,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3929,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3930,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3931,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3932,Acne, skinrash, pusfilledpimples, blackheads, scurring
3933,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3934,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3935,Impetigo, skinrash, highfever, blister, redsorearoundnose
3936,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3937,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3938,GERD, stomachpain, acidity, ulcersontongue, vomiting
3939,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3940,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3941,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3942,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3943,Diabetes , fatigue, weightloss, restlessness, lethargy
3944,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3945,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3946,Hypertension , headache, chestpain, dizziness, lossofbalance
3947,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3948,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3949,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3950,Jaundice,itching, vomiting, fatigue, weightloss
3951,Malaria, chills, vomiting, highfever, sweating
3952,Chicken pox,itching, skinrash, fatigue, lethargy
3953,Dengue, skinrash, chills, jointpain, vomiting
3954,Typhoid, chills, vomiting, fatigue, highfever
3955,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3956,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3957,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3958,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
3959,Hepatitis E, jointpain, vomiting, fatigue, highfever
3960,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
3961,Tuberculosis, chills, vomiting, fatigue, weightloss
3962,Common Cold, continuoussneezing, chills, fatigue, cough
3963,Pneumonia, chills, fatigue, cough, highfever
3964,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
3965,Heart attack, vomiting, breathlessness, sweating, chestpain
3966,Varicose veins, fatigue, cramps, bruising, obesity
3967,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
3968,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
3969,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3970,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
3971,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
3972,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
3973,Acne, skinrash, pusfilledpimples, blackheads, scurring
3974,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
3975,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
3976,Impetigo, skinrash, highfever, blister, redsorearoundnose
3977,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
3978,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
3979,GERD, stomachpain, acidity, ulcersontongue, vomiting
3980,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
3981,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
3982,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
3983,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
3984,Diabetes , fatigue, weightloss, restlessness, lethargy
3985,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
3986,Bronchial Asthma, fatigue, cough, highfever, breathlessness
3987,Hypertension , headache, chestpain, dizziness, lossofbalance
3988,Migraine, acidity, indigestion, headache, blurredanddistortedvision
3989,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
3990,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
3991,Jaundice,itching, vomiting, fatigue, weightloss
3992,Malaria, chills, vomiting, highfever, sweating
3993,Chicken pox,itching, skinrash, fatigue, lethargy
3994,Dengue, skinrash, chills, jointpain, vomiting
3995,Typhoid, chills, vomiting, fatigue, highfever
3996,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
3997,Hepatitis B,itching, fatigue, lethargy, yellowishskin
3998,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
3999,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4000,Hepatitis E, jointpain, vomiting, fatigue, highfever
4001,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4002,Tuberculosis, chills, vomiting, fatigue, weightloss
4003,Common Cold, continuoussneezing, chills, fatigue, cough
4004,Pneumonia, chills, fatigue, cough, highfever
4005,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4006,Heart attack, vomiting, breathlessness, sweating, chestpain
4007,Varicose veins, fatigue, cramps, bruising, obesity
4008,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4009,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4010,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4011,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4012,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4013,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4014,Acne, skinrash, pusfilledpimples, blackheads, scurring
4015,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4016,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4017,Impetigo, skinrash, highfever, blister, redsorearoundnose
4018,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4019,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4020,GERD, stomachpain, acidity, ulcersontongue, vomiting
4021,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4022,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4023,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4024,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4025,Diabetes , fatigue, weightloss, restlessness, lethargy
4026,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4027,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4028,Hypertension , headache, chestpain, dizziness, lossofbalance
4029,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4030,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4031,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4032,Jaundice,itching, vomiting, fatigue, weightloss
4033,Malaria, chills, vomiting, highfever, sweating
4034,Chicken pox,itching, skinrash, fatigue, lethargy
4035,Dengue, skinrash, chills, jointpain, vomiting
4036,Typhoid, chills, vomiting, fatigue, highfever
4037,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4038,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4039,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4040,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4041,Hepatitis E, jointpain, vomiting, fatigue, highfever
4042,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4043,Tuberculosis, chills, vomiting, fatigue, weightloss
4044,Common Cold, continuoussneezing, chills, fatigue, cough
4045,Pneumonia, chills, fatigue, cough, highfever
4046,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4047,Heart attack, vomiting, breathlessness, sweating, chestpain
4048,Varicose veins, fatigue, cramps, bruising, obesity
4049,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4050,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4051,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4052,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4053,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4054,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4055,Acne, skinrash, pusfilledpimples, blackheads, scurring
4056,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4057,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4058,Impetigo, skinrash, highfever, blister, redsorearoundnose
4059,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4060,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4061,GERD, stomachpain, acidity, ulcersontongue, vomiting
4062,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4063,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4064,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4065,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4066,Diabetes , fatigue, weightloss, restlessness, lethargy
4067,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4068,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4069,Hypertension , headache, chestpain, dizziness, lossofbalance
4070,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4071,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4072,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4073,Jaundice,itching, vomiting, fatigue, weightloss
4074,Malaria, chills, vomiting, highfever, sweating
4075,Chicken pox,itching, skinrash, fatigue, lethargy
4076,Dengue, skinrash, chills, jointpain, vomiting
4077,Typhoid, chills, vomiting, fatigue, highfever
4078,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4079,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4080,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4081,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4082,Hepatitis E, jointpain, vomiting, fatigue, highfever
4083,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4084,Tuberculosis, chills, vomiting, fatigue, weightloss
4085,Common Cold, continuoussneezing, chills, fatigue, cough
4086,Pneumonia, chills, fatigue, cough, highfever
4087,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4088,Heart attack, vomiting, breathlessness, sweating, chestpain
4089,Varicose veins, fatigue, cramps, bruising, obesity
4090,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4091,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
4092,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4093,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
4094,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
4095,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
4096,Acne, skinrash, pusfilledpimples, blackheads, scurring
4097,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
4098,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
4099,Impetigo, skinrash, highfever, blister, redsorearoundnose
4100,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
4101,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
4102,GERD, stomachpain, acidity, ulcersontongue, vomiting
4103,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
4104,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
4105,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
4106,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
4107,Diabetes , fatigue, weightloss, restlessness, lethargy
4108,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
4109,Bronchial Asthma, fatigue, cough, highfever, breathlessness
4110,Hypertension , headache, chestpain, dizziness, lossofbalance
4111,Migraine, acidity, indigestion, headache, blurredanddistortedvision
4112,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
4113,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
4114,Jaundice,itching, vomiting, fatigue, weightloss
4115,Malaria, chills, vomiting, highfever, sweating
4116,Chicken pox,itching, skinrash, fatigue, lethargy
4117,Dengue, skinrash, chills, jointpain, vomiting
4118,Typhoid, chills, vomiting, fatigue, highfever
4119,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
4120,Hepatitis B,itching, fatigue, lethargy, yellowishskin
4121,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
4122,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
4123,Hepatitis E, jointpain, vomiting, fatigue, highfever
4124,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
4125,Tuberculosis, chills, vomiting, fatigue, weightloss
4126,Common Cold, continuoussneezing, chills, fatigue, cough
4127,Pneumonia, chills, fatigue, cough, highfever
4128,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
4129,Heart attack, vomiting, breathlessness, sweating, chestpain
4130,Varicose veins, fatigue, cramps, bruising, obesity
4131,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
4132,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
